,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,MiscFeature,SaleType,SaleCondition,OverallCond,GarageArea_x,TotalBsmtSF_x,BsmtFinSF1_x,OverallQual,GrLivArea,GarageCars,GarageArea_y,TotalBsmtSF_y,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageYrBlt,MasVnrArea,Fireplaces,BsmtFinSF1_y,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF,HalfBath,LotArea,BsmtFullBath,BsmtUnfSF
607,RL,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,Gd,No,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,8,230,896,603,5,2008,1,230,896,1112,3,8,1948,2002,1948.0,0.0,0,603,78.0,103,896,0,0,7800,1,293
608,RL,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,PConc,Gd,TA,Mn,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Basment,Unf,TA,TA,Y,0,WD,Alloca,6,380,965,428,8,3194,2,380,965,1940,2,10,1934,1998,1934.0,0.0,2,428,78.0,0,1254,0,1,12168,0,537
609,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkCmn,TA,Fa,CBlock,TA,TA,Mn,Rec,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,5,261,1029,903,4,1029,1,261,1029,1029,1,5,1961,1961,1961.0,192.0,0,903,61.0,64,0,0,0,7943,1,126
610,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,736,1440,904,9,2153,3,736,1440,1476,2,8,2000,2000,2000.0,204.0,2,904,78.88235294117645,253,677,142,1,11050,1,536
611,RL,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Av,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,1,WD,Normal,6,564,1032,605,6,1032,2,564,1032,1032,2,6,1978,1978,1978.0,233.0,1,605,77.58823529411767,0,0,0,0,10395,0,427
612,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,BuiltIn,RFn,TA,TA,Y,0,WD,Normal,5,531,1299,990,8,1872,2,531,1299,1299,2,7,2001,2001,2001.0,108.0,1,990,83.6470588235294,160,573,122,1,11885,1,309
613,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,GasA,Ex,Y,SBrkr,TA,Typ,BuiltIn,Unf,TA,TA,Y,0,New,Partial,5,0,1120,206,5,1120,0,0,1120,1120,1,6,2007,2007,1982.0,0.0,0,206,70.0,0,0,30,0,8402,0,914
614,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Av,LwQ,GasA,Ex,Y,SBrkr,TA,Typ,BuiltIn,Unf,Fa,Fa,Y,0,WD,Normal,6,0,630,150,4,630,0,0,630,630,1,3,1972,1972,1958.0,0.0,0,150,21.0,96,0,24,0,1491,1,0
615,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,PConc,TA,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Abnorml,7,480,936,763,6,1054,2,480,936,1054,1,6,1963,1963,1963.0,156.0,0,763,80.0,120,0,0,0,8800,1,173
616,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,393,783,457,6,1509,2,393,783,807,2,7,2002,2003,2002.0,0.0,1,457,63.470588235294116,100,702,75,1,7861,1,326
617,RL,Pave,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,6,528,832,0,6,832,2,528,832,832,1,4,1954,1954,1962.0,0.0,0,0,59.0,0,0,0,0,7227,0,832
618,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,0,New,Partial,5,774,1822,48,9,1828,3,774,1822,1828,2,9,2007,2007,2007.0,452.0,1,48,90.0,0,0,108,0,11694,0,1774
619,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,749,1482,871,8,2262,3,749,1482,1482,2,10,2003,2003,2003.0,226.0,2,871,85.0,168,780,0,1,12244,1,611
620,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,BLQ,GasA,TA,N,FuseF,TA,Typ,BuiltIn,Unf,TA,TA,N,0,WD,Normal,3,0,864,41,3,864,0,0,864,864,1,5,1914,1950,1923.0,0.0,0,41,45.0,0,0,0,0,8248,1,823
621,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,7,624,1522,956,6,2614,2,624,1522,1548,2,9,1974,1997,1974.0,0.0,1,956,90.0,38,1066,243,1,10800,0,384
622,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,6,484,980,560,5,980,2,484,980,980,1,6,1977,1977,1986.0,153.0,0,560,71.0,192,0,0,0,7064,0,420
623,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,5,440,756,420,6,1512,2,440,756,756,2,4,2000,2000,2000.0,513.0,1,420,25.411764705882355,0,756,32,1,2117,0,336
624,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,Rec,GasA,Gd,Y,SBrkr,TA,Min2,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,484,732,247,6,1790,2,484,732,1012,1,8,1972,1972,1972.0,288.0,1,247,80.0,148,778,0,2,10400,1,485
625,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,6,440,1116,0,6,1116,2,440,1116,1116,1,5,1962,1962,1962.0,261.0,0,0,87.0,0,0,0,1,10000,0,1116
626,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,SBrkr,TA,Min1,Attchd,RFn,TA,TA,Y,1,WD,Normal,5,286,978,0,5,1422,1,286,978,1422,1,6,1960,1978,1960.0,0.0,1,0,84.41176470588233,0,0,0,0,12342,0,978
627,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,AsbShng,AsbShng,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,GasA,Ex,Y,SBrkr,TA,Typ,Basment,RFn,TA,TA,Y,0,WD,Normal,6,364,1156,674,6,1520,1,364,1156,1520,1,7,1955,1972,1955.0,164.0,2,674,80.0,0,0,0,0,9600,1,350
628,RL,Pave,IR1,HLS,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,Gd,TA,Av,Rec,GasA,TA,Y,SBrkr,Fa,Typ,Attchd,Unf,TA,TA,Y,0,WD,Family,5,504,1040,650,5,2080,2,504,1040,1040,1,9,1969,1969,1969.0,192.0,2,650,70.0,335,1040,0,2,11606,0,390
629,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Gd,GLQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,520,1248,624,6,1350,2,520,1248,1350,1,6,1964,1964,1964.0,259.0,0,624,82.0,176,0,0,1,9020,1,288
630,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,Fa,Fa,No,Unf,GasA,TA,Y,FuseA,Ex,Typ,Detchd,Unf,Fa,Po,N,0,WD,Abnorml,6,240,636,0,5,1750,1,240,636,1089,1,8,1880,1991,1937.0,0.0,0,0,50.0,0,661,0,0,9000,0,636
631,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,Mn,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,627,1554,24,8,1554,2,627,1554,1554,2,6,2006,2006,2006.0,108.0,1,24,34.0,156,0,73,0,4590,0,1530
632,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,0,WD,Family,5,544,1386,822,7,1411,2,544,1386,1411,2,6,1977,1977,1977.0,209.0,1,822,85.0,192,0,0,0,11900,0,564
633,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,7,260,1056,480,5,1056,1,260,1056,1056,1,6,1954,2005,1954.0,0.0,0,480,80.0,390,0,0,0,9250,0,108
634,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,GLQ,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,1,WD,Normal,5,576,1056,1056,6,1056,2,576,1056,1056,0,4,1980,1980,1980.0,0.0,0,1056,64.0,264,0,56,0,6979,2,0
635,RH,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,Hip,CompShg,VinylSd,VinylSd,None,Fa,TA,CBlock,TA,Fa,No,LwQ,GasA,Ex,Y,FuseA,Fa,Typ,BuiltIn,Unf,Gd,Gd,N,0,WD,Abnorml,7,0,1440,256,6,3395,0,0,1440,1440,2,14,1914,1995,1931.0,0.0,0,256,60.0,0,1440,110,0,10896,0,1184
636,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,Fa,Fa,BrkTil,TA,Fa,No,Unf,Grav,Fa,N,FuseA,Fa,Maj1,BuiltIn,Unf,TA,TA,N,0,ConLw,Normal,3,0,264,0,2,800,0,0,264,800,1,4,1936,1950,1935.0,0.0,1,0,51.0,0,0,0,0,6120,0,264
637,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,FuseA,Gd,Typ,BuiltIn,Unf,TA,TA,Y,0,WD,Normal,4,256,811,0,5,1387,1,256,811,811,2,7,1954,1954,1954.0,0.0,0,0,50.0,0,576,0,0,6000,0,811
638,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,MetalSd,Wd Sdng,None,TA,TA,CBlock,Fa,TA,No,Unf,GasA,Gd,Y,FuseA,TA,Typ,BuiltIn,Unf,Gd,Gd,P,0,WD,Normal,7,0,796,0,5,796,0,0,796,796,1,4,1910,1950,1921.0,0.0,0,0,67.0,328,0,0,0,8777,0,796
639,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,Av,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,0,New,Partial,5,648,1520,1154,8,1567,3,648,1520,1567,2,7,2006,2006,2006.0,0.0,1,1154,53.0,312,0,0,0,3982,1,366
640,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,588,1518,1218,8,1518,2,588,1518,1518,1,6,2003,2004,2003.0,472.0,1,1218,62.0,185,0,140,1,12677,0,300
641,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,650,1057,738,7,1929,2,650,1057,1057,2,7,2001,2001,2001.0,0.0,1,738,61.529411764705884,0,872,235,1,7050,1,319
642,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Wd Sdng,None,Gd,TA,CBlock,Gd,TA,Gd,GLQ,GasA,Gd,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,7,538,1952,1410,8,2704,2,538,1952,2000,2,9,1972,1995,1972.0,0.0,3,1410,75.0,269,704,111,1,13860,1,542
643,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,Mansard,CompShg,WdShing,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,GasA,Ex,Y,SBrkr,TA,Min1,Attchd,Fin,TA,TA,Y,0,WD,Normal,5,462,780,493,5,1620,2,462,780,780,2,7,1969,1969,1969.0,263.0,0,493,80.0,208,840,0,1,10793,0,0
644,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,0,New,Partial,5,478,1766,1121,9,1766,3,478,1766,1766,2,7,2009,2009,2009.0,162.0,1,1121,85.0,195,0,130,1,9187,1,645
645,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,5,576,981,282,6,981,2,576,981,981,1,5,1971,1971,1979.0,0.0,0,282,73.88235294117645,0,0,312,1,10530,1,664
646,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,Po,No,Unf,GasA,Gd,Y,SBrkr,TA,Min1,Detchd,Unf,TA,TA,Y,0,WD,Normal,5,420,0,0,5,1048,2,420,0,1048,1,7,1950,1950,1950.0,0.0,0,0,60.0,0,0,27,0,7200,0,0
647,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,TA,TA,CBlock,TA,TA,Mn,Rec,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,495,1094,500,6,1094,2,495,1094,1094,1,5,1953,1953,1953.0,216.0,2,500,85.0,0,0,0,0,10452,0,594
648,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Normal,5,442,756,0,6,1839,2,442,756,1051,1,7,1966,1966,1966.0,351.0,1,0,70.0,0,788,124,1,7700,0,756
649,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Av,BLQ,GasA,Gd,Y,SBrkr,TA,Typ,BuiltIn,Unf,Fa,Fa,Y,0,WD,Normal,6,0,630,131,4,630,0,0,630,630,1,3,1970,1970,1957.0,0.0,0,131,21.0,0,0,0,0,1936,1,0
650,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,6,562,813,0,7,1665,2,562,813,822,2,7,2007,2007,2007.0,103.685261707989,0,0,65.0,0,843,0,1,8125,0,813
651,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Mn,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,Fa,Po,P,0,WD,Normal,5,296,755,0,4,1510,1,296,755,755,1,7,1940,1950,1940.0,0.0,1,0,60.0,120,755,0,0,9084,1,755
652,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,512,880,0,7,1716,2,512,880,909,2,7,1996,1996,1996.0,0.0,1,0,70.0,0,807,120,1,8750,0,880
653,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Normal,7,216,756,0,6,1469,1,216,756,756,1,7,1906,1995,1906.0,0.0,0,0,60.0,57,713,0,0,10320,0,756
654,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,Gd,PConc,Gd,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,0,WD,Normal,6,839,2109,1696,8,2113,3,839,2109,2113,2,7,1995,1995,1995.0,660.0,1,1696,91.0,236,0,46,1,10437,1,413
655,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,ImStucc,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,0,WD,Family,5,264,525,0,6,1092,1,264,525,525,1,6,1971,1971,1971.0,381.0,0,0,21.0,0,567,0,1,1680,0,525
656,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,7,312,1053,806,5,1053,1,312,1053,1053,1,5,1959,2006,1959.0,54.0,0,806,72.0,0,0,0,1,10007,1,247
657,RL,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Wd Shng,None,TA,Fa,BrkTil,Gd,TA,No,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,P,0,WD,Normal,6,270,776,0,7,1502,1,270,776,851,1,6,1931,2000,1931.0,0.0,1,0,60.0,0,651,0,1,7200,0,776
658,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,0,WD,Abnorml,5,330,912,0,6,1458,1,330,912,912,1,6,1948,1950,1948.0,0.0,1,0,78.0,192,546,0,0,17503,0,912
659,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,TA,TA,No,BLQ,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Fin,TA,TA,Y,0,WD,Normal,7,480,1486,637,5,1486,2,480,1486,1486,1,7,1964,1999,1968.0,0.0,0,637,75.0,0,0,0,0,9937,1,849
660,RL,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,7,550,793,0,7,1935,2,550,793,1142,2,7,1976,1976,1976.0,233.0,1,0,90.47058823529413,0,793,113,1,12384,0,793
661,RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,No,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,7,711,1629,1361,8,2448,3,711,1629,1686,2,8,1994,2005,1994.0,528.0,1,1361,52.0,517,762,76,1,46589,1,88
662,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Fa,Fa,No,Unf,GasA,Gd,Y,SBrkr,TA,Maj2,Attchd,RFn,TA,TA,Y,0,WD,Normal,3,576,1392,0,6,1392,2,576,1392,1392,1,5,1968,1968,1968.0,216.0,2,0,120.0,0,0,0,0,13560,1,1392
663,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Detchd,RFn,TA,TA,Y,0,WD,Normal,5,588,1138,920,4,1181,2,588,1138,1181,2,6,1972,1972,1974.0,0.0,0,920,90.0,0,0,0,0,10012,1,38
664,RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,0,New,Partial,5,1134,2077,1721,8,2097,3,1134,2077,2097,1,8,2005,2006,2005.0,0.0,1,1721,49.0,192,0,267,1,20896,1,356
665,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,0,WD,Normal,5,504,1406,0,8,1936,2,504,1406,1454,2,7,2000,2000,2000.0,40.0,1,0,106.0,188,482,124,1,11194,0,1406
666,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,TA,Gd,CBlock,Gd,TA,No,LwQ,GasA,TA,Y,SBrkr,TA,Sev,CarPort,Unf,TA,TA,Y,0,WD,Abnorml,5,596,1021,187,6,2380,2,596,1021,1465,2,7,1965,1979,1965.0,113.0,1,187,95.64705882352942,0,915,265,1,18450,0,111
